TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
HCAR-C5CR2W,Stanley Market - Food Service,10565 King George Blvd,Surrey,Restaurant,49.19463212,-122.84565248
HCAR-C98MKX,Guacamole Mexican Grill,10671 King George Blvd,Surrey,Restaurant,49.19666683,-122.84561303
NDAA-9B3TGR,Pacific Kabab Hut & Catering,10731 King George Blvd,Surrey,Restaurant,49.19765472,-122.84570313
HCAR-ATYPHV,Fraserview Meats,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
NDAA-APCPMF,Shawarma Palace,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
GEDS-6L7MRP,Sushi Line Japanese Restaurant,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
GEDS-66JRRA,Brewster's Pub,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
A016919    ,Burger King #08302,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
ACAK-8VLMLT,Pho Newton,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
SHEN-B32QAM,Indian Haveli Restaurant Ltd,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
PNEL-8SUUNC,Bento Nouveau (RCSS #1521),7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
HCAR-C47UNE,The Nest (Phoenix Society),13620 80th Ave,Surrey,Restaurant,49.14812583,-122.8444771
GEDS-7UUR33,Lighthouse Fresh and Tasty,8050 King George Blvd,Surrey,Restaurant,49.14889145,-122.84525299
NDAA-9P7SJ7,Starbucks Coffee Company #21565,9908 King George Blvd,Surrey,Restaurant,49.18334579,-122.84499359
SHEN-AGKN4N,Hot Pan Pizza,13634 104 Ave,Surrey,Restaurant,49.1914444,-122.84429169
SHEN-AZUMHY,Papa John's (Surrey),10558 King George Blvd,Surrey,Restaurant,49.19478989,-122.84494019
HCAR-B6HVDN,Nancy Gerard Building (Site #1),10662 King George Blvd,Surrey,Restaurant,49.19640732,-122.84495544
HCAR-BRZN5A,Chic Chic Chicken,13647 72nd Ave,Surrey,Restaurant,49.13373657,-122.84420289
HPAR-ATKQQA,Big Meat Shop,13643 100th Ave,Surrey,Restaurant,49.18449203,-122.8440544
SDFO-8EHMF4,Nahm Thai Bistro,13650 102 Ave,Surrey,Restaurant,49.1876564,-122.84368134
NDAA-9H7NNW,Tasty Donair & Company Inc.,13711 72 Ave,Surrey,Restaurant,49.13375854,-122.84255981
HCAR-BP4UGF,Espresso Cafe,7330 137th St,Surrey,Restaurant,49.13602606,-122.84257911
SHEN-9ZSST8,Bear Creek Park Concession,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
SWOD-A83PU8,Kids & Company (Surrey Professional),13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
SWOD-A8QVAV,Quesada - Burritos & Tacos,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
SWOD-A3HQFP,Tomato Shack Pizza,10322 Whalley Blvd,Surrey,Restaurant,49.19020081,-122.84170532
HCAR-CAVRHS,Top In Town Pizza & Wings,10346 Whalley Blvd,Surrey,Restaurant,49.19068709,-122.84170662
HCAR-BJASBB,Sub and Me,13744 104 Ave,Surrey,Restaurant,49.19140244,-122.84126282
A018188    ,Newton Seniors Centre,13775 70 Ave,Surrey,Restaurant,49.13016129,-122.84092712
NDAA-98TQ7G,Arbourside Court,13751 74 Ave,Surrey,Restaurant,49.13739777,-122.84046173
GEDS-6BEQNQ,The Gateway,13787 100 Ave,Surrey,Restaurant,49.1844635,-122.84039307
GEDS-6U4THW,Pizza Hut #31104,13786 104 Ave,Surrey,Restaurant,49.19140625,-122.84037018
A020331    ,Come Share Centre (68th Ave),13855 68 Ave,Surrey,Restaurant,49.12674713,-122.83893585
SHEN-AZUMAU,Taste of Himalayas,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
GEDS-7QVQDQ,Planet India Restaurant,13775 72 Ave,Surrey,Restaurant,49.13378906,-122.83907318
NDAA-986SEL,Bear Creek Villa,8233 140 St,Surrey,Restaurant,49.15269089,-122.83494568
GEDS-7R5P2M,Soo's Grocery,13980 108 Ave,Surrey,Restaurant,49.19866943,-122.83459473
HCAR-C88T7U,Corporate Classic Caterers #61638 - Surrey Recreation,14123 92nd Ave,Surrey,Restaurant,49.17013557,-122.83172497
A018928    ,Chrysalis 22 Food Service,14122 113 Ave,Surrey,Restaurant,49.20750427,-122.83097839
A018912    ,Chrysalis 24 Food Service,14124 113 Ave,Surrey,Restaurant,49.20750427,-122.83097839
NDAA-948T7W,Four Seasons,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
PNEL-8RBQFL,Tasty Sandwich,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
A013627    ,Cedar Grove Child Development Centre Food Service,10330 144 St,Surrey,Restaurant,49.19047546,-122.82282257
NDAA-9QERMR,Sources Connection Cafe & Catering,14601 20 Ave,Surrey,Restaurant,49.03981018,-122.81861877
HCAR-BKDNLJ,Greek Island Pizza,14657 108th Ave,Surrey,Restaurant,49.19891357,-122.81608582
SHEN-AP5NAA,Softball City Extra Innings - Sport & Grill,2201 148 St,Surrey,Restaurant,49.04327393,-122.81479645
HCAR-BZ8MAP,108 Dairy Queen,14741 108th Ave,Surrey,Restaurant,49.19889005,-122.81387987
GEDS-7WDP3L,Dairy Queen #26978,14741 108 Ave,Surrey,Restaurant,49.19889069,-122.81388092
A016809    ,Semiahmoo Secondary School,1785 148 St,Surrey,Restaurant,49.03511429,-122.81297302
GEDS-84NQEZ,Nagoya,9175 148 St,Surrey,Restaurant,49.16977692,-122.81250763
A018895    ,Green Timbers Pub,9167 148 St,Surrey,Restaurant,49.16961288,-122.81249237
RORS-63QTKM,Donair Affair (Surrey),10786 148 St,Surrey,Restaurant,49.19809723,-122.81225586
GEDS-7WNLD2,A1 Coffee & Donuts,14795 108 Ave,Surrey,Restaurant,49.19888306,-122.81272888
SPLH-9KJSG4,Momotaro Japanese Restaurant,3189 King George Blvd,Surrey,Restaurant,49.05963898,-122.81161499
HCAR-BLQQDV,Mauna Sushi,14839 108th Ave,Surrey,Restaurant,49.19943029,-122.81071832
A019660    ,Panago #07,14851 108 Ave,Surrey,Restaurant,49.19943619,-122.81019592
SHEN-AASVAD,Elvis Pizza,14916 104 Ave,Surrey,Restaurant,49.19133759,-122.80825043
GEDS-6X9W53,Cactus Club Cafe (South Point),15079 32 Ave,Surrey,Restaurant,49.06027985,-122.80492401
A018215    ,Pacific Life Bible College Cafeteria,15100 66A Ave,Surrey,Restaurant,49.12335587,-122.80362701
GEDS-6KQRZZ,Akasaka Japanese Restaurant (Surrey),15110 101 Ave,Surrey,Restaurant,49.18597031,-122.80339813
SHEN-A7GQWB,Saint Germain Bakery,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9C3S9V,Thai Express,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SDFO-8KMTQB,Kwantlen Pizza Sweets & Snacks,15122 72 Ave,Surrey,Restaurant,49.1335144,-122.8026123
PNEL-8RHMTB,Bharat Sweets & Restaurant,15166 Fraser Hwy,Surrey,Restaurant,49.16628647,-122.80239105
NDAA-A4NNJN,Boiling Point,15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
SHEN-ALTU9K,Boom Bee,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
GEDS-7MU2N7,Murchie's Tea & Coffee,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
GEDS-65SNSU,Fortune Wok (Surrey),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
HCAR-BTGT9Y,A&W #0807,1701 152nd St,Surrey,Restaurant,49.03303118,-122.80122319
HCAR-CCYV9Z,WC Zaika Indian Cuisine,1724 152nd St,Surrey,Restaurant,49.03337774,-122.80114298
HCAR-BP6UHP,Freshii (152nd St),1767 152nd St,Surrey,Restaurant,49.03378679,-122.80164304
HCAR-BJZMT2,Mastro Pizza,1959 152 St,Surrey,Restaurant,49.03727341,-122.8014679
HCAR-CG5TWW,Chicago's Pizza Twist (152nd St),2670 152nd St,Surrey,Restaurant,49.0509293,-122.80118205
HCAR-CEZUTT,West Village Cafe,5620 152nd St,Surrey,Restaurant,49.10486494,-122.80097994
GEDS-7XGUJU,Time Out - California Gourmet Pizza,6351 152 St,Surrey,Restaurant,49.11798096,-122.80127716
A019772    ,Eagle Quest Golf Centers Main Banquet Kitchen,7778 152 St,Surrey,Restaurant,49.14390564,-122.80072021
A018362    ,Guildford Golf & Country Club Concession,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
HPAR-9ZZTHE,Circle K Store #11156,10020 152nd St,Surrey,Restaurant,49.18460091,-122.80059474
GEDS-6Q4UFR,White Spot #629,10181 152 St,Surrey,Restaurant,49.18706512,-122.80131531
HCAR-B9RRK2,Sushi Tengoku,10194 152 St,Surrey,Restaurant,49.18767929,-122.80063629
HCAR-CJ8UJQ,Papa John's Pizza #009770 (Surrey),10320 152nd St,Surrey,Restaurant,49.19001801,-122.80084567
HCAR-BRYMQR,Papa John's Pizza #009770 (Surrey),10320 152nd St,Surrey,Restaurant,49.19010913,-122.80059715
SDFO-8JBLH9,Papa John's Pizza #009770 (Surrey),10320 152 St,Surrey,Restaurant,49.19010925,-122.80059814
SDFO-8EUQ7N,Sawbuck's Pub,1626 152 St,Surrey,Restaurant,49.03165054,-122.80089569
HCAR-BKDP6G,Provoke Cafe,1688 152 St,Surrey,Restaurant,49.03243637,-122.80089569
HCAR-BP7U6H,Kesari Sweets and Eats,1990 152nd St,Surrey,Restaurant,49.03807582,-122.80051906
NDAA-A67QA4,Quiznos Sub #7833,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
KHON-6RKPB6,COBS Bread (152nd St),2990 152 St,Surrey,Restaurant,49.05622864,-122.80089569
SWOD-ALRRB2,Rosemary Heights Seniors Village (Main Kitchen),15240 34 Ave,Surrey,Restaurant,49.06355667,-122.80059052
SPLH-ASQTDV,C-Lovers Fish and Chips (South Surrey),2655 King George Blvd,Surrey,Restaurant,49.05031586,-122.7999115
A017919    ,Little Caesars Pizza #456-006,8888 152A St,Surrey,Restaurant,49.16418076,-122.79941559
NDAA-8QSTSA,Prairie Cafe,15280 Fraser Hwy,Surrey,Restaurant,49.16505051,-122.79917145
SHEN-9UJU2N,Save On Foods #918 - Kitchen,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
SWOD-9Z3M5P,Sashimi & Sushi Express,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
SPLH-9P2P7K,Lee Gar Nei K-Food,15280 101 Ave,Surrey,Restaurant,49.18597412,-122.79860687
NDAA-94XQKE,Domino's Pizza #10037,15335 No 10 Hwy,Surrey,Restaurant,49.1046896,-122.79808571
HCAR-C36NV2,Alberto's Pizza,15355 24th Ave,Surrey,Restaurant,49.04583671,-122.79750443
HCAR-C4XRE3,Quesada Burritos & Tacos (24th Ave),15355 24th Ave,Surrey,Restaurant,49.04583671,-122.79750443
SPLH-ASUT3X,Yamako Japanese Restaurant,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
GEDS-7ZLTQN,A&W #0573,15280 No 10 Hwy,Surrey,Restaurant,49.1041757,-122.79782399
LCAL-6TFPM4,Tap Urban Cafe & Lounge,15350 34 Ave,Surrey,Restaurant,49.06361008,-122.79698944
A019251    ,Panago #32,15420 Fraser Hwy,Surrey,Restaurant,49.16358948,-122.79556274
GEDS-78Z28W,Toyota Cafe,15389 Guildford Dr,Surrey,Restaurant,49.19677353,-122.79506683
GEDS-7D3TRN,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04494858,-122.79332733
PGOO-68ZPWN,Sunnyside Esso,2360 King George Blvd,Surrey,Restaurant,49.04510073,-122.79246751
GEDS-7BLPWS,Bucky's West Coast Pizzeria,15562 24 Ave,Surrey,Restaurant,49.04542542,-122.79137421
HCAR-BXLMXG,Veerji Fish 'N' Grill (Fraser Hwy),15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.79125861
HCAR-BLGNQE,Michael's Artisan Bakery Cafe,15578 24th Ave,Surrey,Restaurant,49.04542303,-122.79075466
A018410    ,Fleetwood Park Fastpitch Concession,15802 80 Ave,Surrey,Restaurant,49.14807892,-122.78314972
SWOD-9YXP6Z,Davids Tea (Morgan Crossing),15755 Croydon Dr,Surrey,Restaurant,49.04581451,-122.7829361
SPLH-9KHTLN,My Shanti,15869 Croydon Dr,Surrey,Restaurant,49.04600906,-122.7824707
SHEN-9SGNXL,Fleetwood Sushi Restaurant,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
GEDS-6E3SXC,Tobiko Sushi,15951 Fraser Hwy,Surrey,Restaurant,49.15815735,-122.78025055
SDFO-8G4L6D,Diamond Sweets and Restaurant,15933 Fraser Hwy,Surrey,Restaurant,49.15909576,-122.78079224
SDFO-8ESVZE,D-Plus Pizza (Fraser Hwy),15933 Fraser Hwy,Surrey,Restaurant,49.15909576,-122.78079224
SWOD-AQFQD7,Scott's 96 Pizza,15932 96 Ave,Surrey,Restaurant,49.17674637,-122.78082275
HCAR-C9WM64,Donair Affair (Fraser Hwy),15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
SPLH-9KKLS7,Salty's Fish And Chips,15953 Fraser Hwy,Surrey,Restaurant,49.1587944,-122.78014374
GEDS-77ZUHF,Starbucks Coffee #4811,15976 108 Ave,Surrey,Restaurant,49.19859314,-122.77942657
HCAR-BM4PRH,Papa John's Pizza (South Surrey),2245 160th St,Surrey,Restaurant,49.04289123,-122.77955252
SPLH-9KKTA9,Subway #60205,2525 160 St,Surrey,Restaurant,49.04756927,-122.77952576
SHEN-9ZWSSQ,Bakeshop and Cafe,16011 Fraser Hwy,Surrey,Restaurant,49.15740967,-122.77842712
SPLH-9P8Q6K,Yoko Sushi & Noodle House,16013 Fraser Hwy,Surrey,Restaurant,49.15736771,-122.77831268
A018926    ,Helping Hands Children's Centre Food Service,9012 160 St,Surrey,Restaurant,49.16698456,-122.77852631
GEDS-82XN83,Parkland Fellowship,9574 160 St,Surrey,Restaurant,49.17636871,-122.77856445
SWOD-A53NQT,Red Shiso Japanese Restaurant,10833 160 St,Surrey,Restaurant,49.19945908,-122.77890778
SPLH-AV62J6,Popeye's Supplements (Surrey),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
HCAR-ATMPPQ,Freshii (24th Ave),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
SHEN-B4GLZ6,Sage Dining Services,2656 160 St,Surrey,Restaurant,49.0500679,-122.7786026
SPLH-9P8MJG,CEFA - Fleetwood,16050 Fraser Hwy,Surrey,Restaurant,49.15664673,-122.77745056
HCAR-BWYRNG,Popeyes Louisiana Kitchen (108th Ave),16033 108th Ave,Surrey,Restaurant,49.1989669,-122.77775438
MARO-AWVUPN,Crispy Falafel,16050 24 Ave,Surrey,Restaurant,49.04470444,-122.77767944
MARO-AZ7VFD,Barcelo's Flame Grilled Chicken (24th Ave),16070 24 Ave,Surrey,Restaurant,49.04520035,-122.77735138
SHEN-AU2Q9Y,Islands Cafe,16041 24 Ave,Surrey,Restaurant,49.0463028,-122.77770233
SHEN-APFUB3,S & L Kitchen & Bar South Surrey,16051 24 Ave,Surrey,Restaurant,49.04582596,-122.77749634
SWOD-9Z3MVN,Pizza Avenue,16780 64 Ave,Surrey,Restaurant,49.11868668,-122.75753784
GEDS-7ANM86,Clover Ridge Pizza,5989 168 St,Surrey,Restaurant,49.11117172,-122.75683594
SWOD-9YWNBN,Surrey Golf Club Kitchen,7700 168 St,Surrey,Restaurant,49.14223862,-122.75631714
SCOH-AZ3LXD,Tynehead Esso - Food Service,16815 96th Ave,Surrey,Restaurant,49.17726386,-122.75586041
SWOD-AGVUA9,The Chopped Leaf (Hwy 10),17433 Hwy 10,Surrey,Restaurant,49.1043698,-122.74012182
HCAR-CGJRSN,Vera's Burger Shack (Brickyard),17449 56th Ave,Surrey,Restaurant,49.10405808,-122.73965322
NDAA-9C5T5J,Tim Hortons #4373 Country Woods,3233 176 St,Surrey,Restaurant,49.06053543,-122.73584747
HCAR-CEYTWQ,Ken's Cafe and Restaurant,5695 176th St,Surrey,Restaurant,49.10588081,-122.73504183
GEDS-659V7Q,Valley Curling Club Bar,6150 176th St,Surrey,Restaurant,49.11381114,-122.73493507
A018637    ,Elena's Country Kitchen,5630 176 St,Surrey,Restaurant,49.10466003,-122.73475647
SWOD-9UHPGQ,Republica Coffee Roasters,5674 176 St,Surrey,Restaurant,49.10548019,-122.73477173
NDAA-92VQNS,Pizza Hut #31146,17700 Hwy 10,Surrey,Restaurant,49.1038986,-122.73266352
ACAK-96MQ7L,Elements Casino - Main Kitchen,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
GEDS-68HREG,McDonald's (Cloverdale),17960 56 Ave,Surrey,Restaurant,49.10399246,-122.72524261
HCAR-CJJTMH,Booster Juice #273,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.70609458
HCAR-CGKPXM,Truckin' BBQ (Surrey),18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.70401783
GEDS-6MFQTB,Subway #23526,18775 Fraser Hwy,Surrey,Restaurant,49.12479401,-122.70209503
A020119    ,La Charcuterie Deli,19080 96 Ave,Surrey,Restaurant,49.17683792,-122.69441223
HHIN-B65QE3,Maritime Seafoods Inc.,19162 22 Ave,Surrey,Restaurant,49.04185104,-122.69278717
NDAA-9GVU9Z,Kalamaki Greek Grill,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
MARO-AZHTMX,Hugo's Mexican Kitchen,19181 Fraser Hwy,Surrey,Restaurant,49.11938095,-122.69120789
HCAR-BK2RDU,Snack Stop & Convenience Store,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
GEDS-85SR8F,Tim Hortons #3676,19218 96 Ave,Surrey,Restaurant,49.17677689,-122.69007874
GEDS-82BRGL,Pizza Inn,19390 68 Ave,Surrey,Restaurant,49.12623978,-122.68582153
HCAR-BRXNKZ,Hiroshi Japanese Ramen,19531 Fraser Hwy,Surrey,Restaurant,49.11507539,-122.68186544
SHEN-AP8PBW,H-Mart Hot Food,19555 Fraser Hwy,Surrey,Restaurant,49.11473846,-122.6811142
HCAR-BGET7R,Agoongyi Korean Restaurant,19555 Fraser Hwy,Surrey,Restaurant,49.11473846,-122.6811142
HHIN-C57SSJ,Crosstown Food Market,6019 196th St,Surrey,Restaurant,49.11163729,-122.67997133
GEDS-6RUV4W,Mongolie Grill,19583 Fraser Hwy,Surrey,Restaurant,49.11431503,-122.68019867
A019739    ,Baskin-Robbins Ice Cream #5321,19585 Fraser Hwy,Surrey,Restaurant,49.11428452,-122.68011475
NDAA-9ENPNZ,Sushi Topia,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
SHEN-A79US9,Spice of Punjab Sweets & Restaurant,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
SPLH-AAAUPT,Pepperoni Cafe,6388 120 St,Surrey,Restaurant,49.1187973,-122.89012909
A018517    ,My Greek Taverna,6450 120 St,Surrey,Restaurant,49.12012482,-122.89008331
GEDS-6VJPCQ,Keg Steakhouse & Bar (Scott Rd),7948 120 St,Surrey,Restaurant,49.14744949,-122.89006805
SHEN-ABJT3T,Ultimate Banquet Hall Ltd.,8072 120 St,Surrey,Restaurant,49.14987946,-122.8900528
HCAR-C7TTM8,Desi Rasoi Foods,8140 120th St,Surrey,Restaurant,49.1511516,-122.89032214
HCAR-C48QFB,CEFA Early Learning Surrey - Nordel - Food Service,8820 120th St,Surrey,Restaurant,49.16361517,-122.89031227
HCAR-AVKSJF,Crustos Pizza & Wings,8910 120 St,Surrey,Restaurant,49.1651535,-122.89006805
SDFO-8LQSRL,Thai By Thai Restaurant,9164 120 St,Surrey,Restaurant,49.16981125,-122.8899765
HCAR-CH6RK2,Punjabi Tadka Pick and Go,9200 120th St,Surrey,Restaurant,49.17052812,-122.89021022
SHEN-A7LSB9,Royal Pacific Restaurant Ltd.,9190 120 St,Surrey,Restaurant,49.17021942,-122.88998413
HCAR-BHDPQM,Mac's Convenience Store #11020,9194 120 St,Surrey,Restaurant,49.17032242,-122.8899765
SHEN-ATTUV4,The Madinaz Restaurant,9320 120 St,Surrey,Restaurant,49.17223358,-122.88991547
HCAR-CGFNBF,Kwantlen Pizza Sweets & Snacks (120th St),9380 120th St,Surrey,Restaurant,49.1735272,-122.89016596
HCAR-BYTSGL,Ustaad G Indian Cuisine (120th St),9436 120th St,Surrey,Restaurant,49.17436505,-122.88994597
HCAR-CCDV57,Fit4Me,9528 120th St,Surrey,Restaurant,49.17592266,-122.89013061
DKIA-CMBQX8,Spice Meat Shop & Eatery,9522 120th St,Surrey,Restaurant,49.17581204,-122.8901048
HPAR-AE2Q87,7-Eleven Store # 37868,6422 120 St,Surrey,Restaurant,49.11967468,-122.88996124
MARO-B3LULE,Zaiqa Halal BBQ Restaurant,9450 120 St,Surrey,Restaurant,49.17459869,-122.88900757
GEDS-83VU7U,Crown Palace Banquet Hall,12025 Nordel Way,Surrey,Restaurant,49.16237259,-122.88889313
JDSO-ADJN3Q,Funplex,12070 88 Ave,Surrey,Restaurant,49.16306686,-122.88829803
NDAA-966PCS,Outtakes,12161 72 Ave,Surrey,Restaurant,49.13501358,-122.8864975
A018397    ,Tim Hortons #2172,12169 72 Ave,Surrey,Restaurant,49.13422012,-122.88586426
SWOD-AQFTDZ,Wally Lucie and Sons,12171 Sullivan St,Surrey,Restaurant,49.05577469,-122.88475037
GEDS-6AAPTZ,Gurdwara Amrit Prakash Sikh Temple,7990 123A St,Surrey,Restaurant,49.14785767,-122.8802948
GEDS-6732QE,Shree Sanata Dharam Sabha (Fiji) of BC,8473 124 St,Surrey,Restaurant,49.15709686,-122.87944794
HCAR-BS7MB9,Dinehall,8247 124th St,Surrey,Restaurant,49.15301375,-122.87913706
HCAR-CHRNGC,Ghar D Roti and Sweets,12448 82nd Ave,Surrey,Restaurant,49.1519829,-122.87756566
SPLH-AAATM9,Lighthouse Fresh & Tasty (88th Ave Surrey),12499 88 Ave,Surrey,Restaurant,49.16335678,-122.87666321
GEDS-6S3UVB,Burger King #15397,12525 88 Ave,Surrey,Restaurant,49.16333771,-122.87573242
HCAR-BWDNMS,Anytime Coffee,12515 110th Ave,Surrey,Restaurant,49.20278677,-122.87556653
SHEN-9PHLGV,Kwantlen Pizza Sweets & Snacks,12578 72 Ave,Surrey,Restaurant,49.13327408,-122.87416077
GEDS-5ZHT3D,Prabu Sweets,7035 128 St,Surrey,Restaurant,49.13034821,-122.8681488
HCAR-BUDT3Y,Khalsa Diwan Society,7938 128th St,Surrey,Restaurant,49.14679607,-122.86791013
A019805    ,Dhaliwal Sweets Ltd,8430 128 St,Surrey,Restaurant,49.15584183,-122.86769867
HCAR-B52TJM,Crispy Falafel,9627 128 St,Surrey,Restaurant,49.17775726,-122.86821747
SDFO-8F2KW3,Sakuya Sushi,1593 128 St,Surrey,Restaurant,49.0310173,-122.86779022
SWOD-AHBRRB,Satya Asha Fusion Bar & Restaurant,12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
HCAR-BLXMYK,Tandoori Town Indian Kitchen,8050 128th St,Surrey,Restaurant,49.14875797,-122.86677848
GEDS-68RU3A,Dhaliwal Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
GEDS-7D4VHM,Starbucks Coffee #4715,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
GEDS-6NKTCW,Sanja Punjab Sweet House,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
HCAR-BLAN8U,Lighthouse Indian Kitchen,12815 96 Ave,Surrey,Restaurant,49.1773262,-122.86748505
ACAK-9CANVB,Safeway #4939 - Deli,12825 16 Ave,Surrey,Restaurant,49.03149033,-122.86670685
HCAR-C3NVEK,Surrey Express Sweet and Pakora House,12889 84th Ave,Surrey,Restaurant,49.15556846,-122.86572959
HCAR-B6HRXN,Indian Flavour Restaurant,12889 84 Ave,Surrey,Restaurant,49.15556717,-122.86573029
NDAA-8YSPY4,Navraj Sweets & Restaurant,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
GEDS-7UDLSN,Maharaja Catering,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
PNEL-8R2TQT,Imitating Christ Training Centre,12969 Crescent Rd,Surrey,Restaurant,49.05502701,-122.86314392
SPLH-AUXN5M,Warehouse Lunch and Catering,8625 130 St,Surrey,Restaurant,49.15988159,-122.86274719
GEDS-66ZW24,Calypso Foods,8322 130 St,Surrey,Restaurant,49.15374756,-122.86203766
HCAR-BR5LJA,Tasty Bite Foods,12941 115th Ave,Surrey,Restaurant,49.2114794,-122.8624088
HCAR-BFANGW,White Hart Public House,8593 132 St,Surrey,Restaurant,49.15844727,-122.85743713
PNEL-8R2MJU,Saggi Sweet & Restaurant,7248 132 St,Surrey,Restaurant,49.13451004,-122.85640717
GEDS-7UENZQ,New Greenwood Lodge,13227 96 Ave,Surrey,Restaurant,49.17726898,-122.85604095
HCAR-BTGQCJ,Cafe Kanata,13325 76th Ave,Surrey,Restaurant,49.14108344,-122.85297703
A019219    ,Whalley Ball Park Green Concession,13350 105A Ave,Surrey,Restaurant,49.19308472,-122.85269165
NDAA-9FLQ9K,Sushi Plus,10777 University Dr,Surrey,Restaurant,49.19836044,-122.85109711
HCAR-C7XN29,Waves Coffee House - City Point,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
HCAR-CAVR5K,Pacific Poke (University Dr),10299 University Dr,Surrey,Restaurant,49.18977833,-122.8505714
GEDS-66KMAS,Central City Brewing Company,13450 102 Ave,Surrey,Restaurant,49.18791962,-122.84877014
HCAR-AZXSZK,Prado Cafe,13483 103rd Ave,Surrey,Restaurant,49.19029236,-122.84810638
HCAR-C9KM3B,Donair Hub,10277 City Pky,Surrey,Restaurant,49.18999657,-122.84768705
A018872    ,Ukrainian Orthodox Centre,13512 108 Ave,Surrey,Restaurant,49.19869614,-122.84755707
GEDS-673PBP,Subway #30456,13578 88 Ave,Surrey,Restaurant,49.16252518,-122.84701538
SDFO-8MCPDC,Ken's Tea House,10692 135A St,Surrey,Restaurant,49.19701004,-122.84669495
GEDS-5SQS5N,Hyland House Food Service,6595 King George Blvd,Surrey,Restaurant,49.12268448,-122.84592438
SPLH-9KKLFZ,Mac's Convenience Store #11159,8007 King George Blvd,Surrey,Restaurant,49.14850998,-122.84605408
NDAA-8Z8PDS,Freshslice,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
HCAR-BEJRCY,Big Orange (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
SWOD-9YXM77,Go Grill,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
HCAR-BD9T8J,Steve's Poke Bar (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
SHEN-A2FSZ2,Booster Juice #232,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
GEDS-6NLQMW,T&T Supermarket #13 - Hot Deli Section,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
GEDS-6NLQRN,T&T Supermarket #13 - Sushi Section,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
GEDS-84RSPW,Charley's Philly Steaks,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
ACAK-8UASYF,D-Plus Pizza (King George Blvd),10207 King George Blvd,Surrey,Restaurant,49.1879921,-122.84606171
A018869    ,Whalley Round-up Cafe,10449 King George Blvd,Surrey,Restaurant,49.19258881,-122.84564209
