TRACKINGNUMBER,NAME,CITY,ADDRESS,LONGITUDE,LATITUDE,UTMX,UTMY
GEDS-6A5QDU,Tim Hortons #2530,Surrey,7195 King George Blvd,-122.84596252,49.13306427,511236.64430078544,5442259.498497394
HPAR-AE2S2K,7-Eleven #37876H,Surrey,7195 King George Blvd,-122.84596252,49.13306427,511236.64430078544,5442259.498497394
ACAK-8T9NSX,KFC #1820/Taco Bell,Surrey,13577 73rd Ave,-122.84601593,49.13524246,511232.25603551633,5442501.635155162
NDAA-9GYQWB,Training Day Cafe,Surrey,8077 King George Blvd,-122.84601593,49.14945984,511229.0433451903,5444082.152182975
HCAR-BKDPLR,Pizza Hub,Surrey,9436 King George Blvd,-122.84552765,49.17441177,511258.99243645655,5446856.089099491
A019021    ,China Village Wonton House,Surrey,9644 King George Blvd,-122.84529877,49.17776108,511274.9139997526,5447228.461277572
HCAR-BEFQ6Q,QianDao,Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
SDFO-8GGQ3X,Thai Express (Central City),Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
NDAA-9B2SJL,Cultures,Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
MARO-B3LPN4,Grandt Kitchen,Surrey,10257 King George Blvd,-122.84575653,49.1892395,511238.9518383524,5448504.434794677
HCAR-AWER52,Golden Chongqing House,Surrey,10537 King George Blvd,-122.84560394,49.19396591,511248.99862046563,5449029.887283792
HCAR-BXURDA,Taqueria Jalisco Restaurant,Surrey,10675 King George Blvd,-122.84561282,49.19673312,511247.724192674,5449337.513869818
SDFO-8MXQXX,Di Reggae Cafe,Surrey,13593 King George Blvd,-122.8455658,49.19931412,511250.5643582666,5449624.448121716
A020459    ,Wings Tap And Grill,Surrey,7124 King George Blvd,-122.84503937,49.13216782,511304.1895579809,5442159.979477939
HCAR-CFDU5E,Freshslice Pizza (King George Blvd),Surrey,7218 King George Blvd,-122.84521322,49.1343323,511291.01582902146,5442400.57398226
HCAR-CARPDK,Freshslice Pizza (Park Place),Surrey,9908 King George Blvd,-122.84499471,49.18334718,511295.80305237573,5447849.506024567
JDSO-AC4M2W,McDonald's Restaurant of Canada # 1196,Surrey,10240 King George Blvd,-122.84507751,49.18861771,511288.5700815985,5448435.41214695
HCAR-CGAMRT,Diya Restaurant and Sweets,Surrey,13655 72nd Ave,-122.84391997,49.13357581,511385.5259519159,5442316.670200155
HCAR-CG2RYQ,Starbucks Coffee #65304,Surrey,13660 George Jct,-122.84373471,49.18142985,511388.0637781531,5447636.547653268
HCAR-BLAMY6,Guacamole Mexican Grill,Surrey,13646 Grosvenor Rd,-122.84402466,49.19962692,511362.7650358559,5449659.452023295
NDAA-9NYPNB,New Express Pizza,Surrey,13654 Grosvenor Rd,-122.84375763,49.19969177,511382.2032164705,5449666.701458969
GEDS-7UWVFC,Suncreek Village,Surrey,13687 62 Ave,-122.84282684,49.11563873,511469.40222115105,5440322.812783456
HCAR-BTHQWE,Tomato's The Indian Flavor,Surrey,7238 137th St,-122.84261524,49.1345334,511480.4805527788,5442423.320252894
SWOD-AKEM7K,BBQ Nation,Surrey,7238 137 St,-122.84261322,49.13453293,511480.6280107972,5442423.268310122
SHEN-BDJU3G,Freshii CC2,Surrey,9639 137A St,-122.84231567,49.17801666,511492.2686366771,5447257.322269799
SWOD-AFPRZP,Subway #7752,Surrey,13745 72 Ave,-122.84112549,49.13376617,511589.32964716235,5442338.255801339
HCAR-CGFMVZ,Bear Creek Train & Mini Golf,Surrey,13750 88th Ave,-122.8410183,49.16272395,511590.39222242037,5445557.452512609
GEDS-7X2MK9,Pacific Billiards and Snookers,Surrey,13774 104 Ave,-122.84064484,49.19141006,511610.9070801339,5448746.5049978625
SDFO-8LHV7L,Timbergrove Kitchen,Surrey,13922 101 Ave,-122.83625793,49.18577957,511931.89910517243,5448121.252105033
A017226    ,Aling Mary's Filipino Restaurant,Surrey,13979 104 Ave,-122.83464813,49.19166183,512047.7769779963,5448775.431099222
HCAR-BGUV5C,Blenz Coffee Kiosk (140th St),Surrey,9750 140 St,-122.83382416,49.17972565,512110.7252913719,5447448.6319814
SHEN-ACXME6,Junior Scholars Educational Childcare,Surrey,5728 142 St,-122.8285675,49.10693741,512512.1370826199,5439357.76612887
A016986    ,Surrey Pretrial Centre #60614,Surrey,14323 57 Ave,-122.82605743,49.10680771,512695.36954377464,5439343.7651310265
NDAA-9MCRET,Subway #55162,Surrey,14313 Crescent Rd,-122.82500458,49.06762695,512782.2660715078,5434988.339567961
A013790    ,Enver Creek Secondary School Cafeteria,Surrey,14505 84 Ave,-122.82025146,49.15582657,513106.1958451311,5444794.0686752135
A019207    ,Real Canadian Superstore #1556 - Deli,Surrey,14650 104 Ave,-122.81602478,49.19123459,513404.81605247344,5448731.066249042
GEDS-7AGRER,Polonia Bakery & Deli (Surrey),Surrey,14641 108 Ave,-122.81658173,49.19890594,513362.16903047357,5449583.783680511
HCAR-BXXNPA,Huong Viet Vietnamese Restaurant,Surrey,14667 108th Ave,-122.81574059,49.19877286,513423.482743537,5449569.138142125
HCAR-CGFREV,Shahrayar Grill House,Surrey,14752 108A Ave,-122.8137167,49.19953305,513570.71709238837,5449654.008628857
SHEN-AZ7P7E,Gateway Pizza & Curry House,Surrey,9183 148 St,-122.8125,49.16994095,513667.50114249677,5446364.510889437
HCAR-B7MP49,Freshlo Pizza,Surrey,3268 King George Blvd,-122.8120575,49.06108856,513729.7659284132,5434263.753048283
HCAR-CB7N5A,Rasoi Restaurant,Surrey,3268 King George Blvd,-122.81205645,49.06108806,513729.84277176973,5434263.697655176
NDAA-93ES27,Townhall Public House South Surrey,Surrey,3140 King George Blvd,-122.80989838,49.05918503,513888.02643293963,5434052.537685009
SWOD-AJ6RHL,Rosie's Country Cafe,Surrey,3033 King George Blvd,-122.80812836,49.05684662,514017.9941723936,5433792.910919816
HCAR-CHBNBL,Y Cafe,Surrey,14988 57th Ave,-122.80710098,49.10570696,514079.2354114754,5439224.745969478
SHEN-B5KPPF,Chatime,Surrey,2950 King George Blvd,-122.80555725,49.05568314,514206.1689405837,5433664.049549562
NDAA-AC7PA5,McDonald's Restaurant of Canada #14909,Surrey,1000 Guildford Town Centre,-122.80465449,49.18799813,514234.20696579403,5448373.3484705
SHEN-9ZGSYW,Cupcakes (Surrey),Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-BEUQ9M,Hula Poke at Guildford Town Centre,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
SHEN-A6LW3S,Carl's Jr. Restaurants,Surrey,10355 152 St,-122.80426788,49.19192505,514261.2492276861,5448809.972368722
HCAR-BGMTVD,Mucho Burrito Fresh Mexican Grill (Panorama Village),Surrey,15157 56 Ave,-122.802742,49.10533142,514397.49534691276,5439183.817074324
A019791    ,Save On Foods #903 - Deli,Surrey,3033 152 St,-122.80208588,49.05707169,514459.3875801167,5433819.065387981
HCAR-BKDN84,Jav's Kaldero Authentic Filipino Cuisine,Surrey,15155 101 Ave,-122.80223083,49.18629837,514411.30492027657,5448184.846769999
A019658    ,Purdy's Chocolates (South Surrey),Surrey,1711 152 St,-122.80166626,49.03311539,514497.0067030019,5431156.01859308
A017345    ,Danica's Bistro,Surrey,1959 152 St,-122.8014679,49.03727341,514510.29619479674,5431618.286307071
HCAR-BMYLB6,South Surrey Pizza,Surrey,2982 152nd St,-122.80108245,49.05604104,514532.99749071803,5433704.683652385
HCAR-CBGV5W,Willowbrae Academy South Surrey - Food Service,Surrey,3211 152nd St,-122.8012311,49.06170576,514520.486829256,5434334.381148351
HCAR-B8Y2BQ,Freshii - Panorama,Surrey,5717 152 St,-122.80143738,49.10654449,514492.3638084598,5439318.919314233
HCAR-CEYRRY,COBS Bread #9066,Surrey,5717 152nd St,-122.80106069,49.1065154,514519.8655144727,5439315.757552983
SHEN-AZETAN,Ding Sushi,Surrey,6351 152 St,-122.80127716,49.11798096,514500.72407178703,5440590.311828979
SWOD-AFGPCU,Pho 99 Vietnamese Noodle House (Surrey),Surrey,8934 152 St,-122.80078125,49.16515732,514523.1185193489,5445834.90366061
HCAR-ASNTAD,Swagat Indian Sweets and Restaurant,Surrey,9547 152 St,-122.80128479,49.17590332,514483.27528454096,5447029.423476849
HCAR-CFZPZV,D-Plus Pizza (152nd St),Surrey,9547 152nd St,-122.80110206,49.17591287,514496.5906878718,5447030.520106208
HCAR-BDGRHU,Bubble Tea Share Tea,Surrey,9965 152 St,-122.80126953,49.18379211,514482.0855445923,5447906.412446203
GEDS-68T2FB,Starbucks Coffee #4468,Surrey,10174 152 St,-122.80063629,49.18723297,514527.22428301634,5448289.049871892
HCAR-BAHMN8,Mr. Tonkatsu,Surrey,10320 152 St,-122.80059814,49.19010925,514529.1619429316,5448608.809816039
GEDS-6LJUGF,Peninsula Resort Retirement Food Service,Surrey,2088 152 St,-122.80095673,49.03966904,514546.9578843835,5431884.696568105
HCAR-B83S78,Pizza Pizza #551,Surrey,2370 152 St,-122.80095673,49.04507446,514545.38141037885,5432485.595385804
GEDS-76HV2F,Gurdwara Dukh Nivaran Sahib Society,Surrey,15255 68 Ave,-122.79989624,49.12656403,514598.96953781316,5441544.735633021
LCAL-7FFQXD,De Dutch Pannekoek House (Fraser Hwy),Surrey,15235 Fraser Hwy,-122.80028534,49.16586304,514559.0636111761,5445913.452620591
GEDS-642SW4,Pearl Fever (Surrey),Surrey,10330 152 St,-122.8000946,49.19026947,514565.804684442,5448626.718054822
HCAR-B6GVC8,Royal Punjab Sweets,Surrey,15299 68 Ave,-122.79923248,49.12656403,514647.395446378,5441544.863731454
GEDS-7XFNQZ,Non Stop Pizza & Surrey Delta Tiffin Delivery Service,Surrey,15272 Fraser Hwy,-122.79930878,49.16507339,514630.48677600763,5445825.856734923
HCAR-BKDQJ3,Al & Jan's Fish & Chips,Surrey,9014 152 St,-122.79924011,49.16697311,514634.9329658632,5446037.058780235
A019703    ,T&T (Surrey) Bakery,Surrey,15277 100 Ave,-122.79878998,49.18444061,514662.5860786835,5447978.982638001
NDAA-9NVSPB,Little Tea House (Surrey),Surrey,15277 100 Ave,-122.79878998,49.18444061,514662.5860786835,5447978.982638001
HCAR-CJUMFE,Jin Soo Sung Chan Korean Restaurant,Surrey,10312 152A St,-122.79925035,49.18971779,514627.48228941794,5448565.551223607
GEDS-66BRNT,Sheraton Vancouver Guildford Hotel - Fresh Restaurant,Surrey,15269 104 Ave,-122.79884338,49.19170761,514656.54803743615,5448786.8359370865
SHEN-APFPTJ,Everbean,Surrey,15331 16 Ave,-122.79862213,49.03132629,514720.04204301245,5430957.717946626
GEDS-646TNK,Notti Biscotti,Surrey,15252 32 Ave,-122.79846954,49.06100845,514722.430457884,5434257.396105647
SHEN-AU2T45,Isshin Sushi,Surrey,15335 No 10 Hwy,-122.79808571,49.1046896,514737.53918289207,5439113.362648103
SWOD-AFTSDT,Quizno's Classic Subs #7266,Surrey,15335 56 Ave,-122.79808807,49.10469055,514737.36664742604,5439113.467798066
HCAR-CG4PS9,Garcha Bros Meat Shop and Poultry (68th Ave),Surrey,15299 68th Ave,-122.79844645,49.12637621,514704.79734087305,5441524.136475748
A018178    ,Church's Chicken #5621,Surrey,15318 Fraser Hwy,-122.79827881,49.16467285,514705.69065140263,5445781.528863722
HCAR-BJ9P56,Sunnyside Manor - Food Service,Surrey,15340 17 Ave,-122.79737854,49.0328064,514810.50485840044,5431122.497512952
HCAR-BEET35,Xiyu Restaurant,Surrey,15355 24 Ave,-122.79750824,49.0458374,514797.15839869896,5432571.075294534
NDAA-9AZT2Q,Pacifica Retirement Residence,Surrey,2525 King George Blvd,-122.79766083,49.04777908,514785.4321347796,5432786.894466311
SWOD-APTQFP,Suncrest Retirement Community,Surrey,2567 King George Blvd,-122.7977829,49.0485611,514776.2804469294,5432873.804788191
MARO-B8MS4M,Hannam Supermarket Restaurant,Surrey,15357 104 Ave,-122.79665375,49.1917038,514816.0885326886,5448786.838646489
HCAR-CFSMS5,No 24 Cafe & Bistro,Surrey,15355 24th Ave,-122.79692263,49.04565113,514840.0074646784,5432550.482782334
HCAR-BUVNPG,Denny's #9802,Surrey,15373 Fraser Hwy,-122.79644516,49.16442851,514839.4386310364,5445754.723686029
HCAR-BN2NYF,Hangry Health Bar,Surrey,15380 102A Ave,-122.79625235,49.18859323,514846.265802457,5448441.118850626
HCAR-BCUPMH,Hangry Health Bar,Surrey,15380 102A Ave,-122.79624939,49.18859482,514846.48100978666,5448441.296189534
SPLH-987TB4,Crispy Falafel (Surrey),Surrey,2408 King George Blvd,-122.79332733,49.04586792,515102.67047922,5432575.291974075
RORS-63ZMXY,Assini Pizza Restaurant Ltd,Surrey,15551 Fraser Hwy,-122.79125977,49.16241837,515218.0766838255,5445532.288861327
GEDS-69UQBR,Fleetwood Triple O,Surrey,15588 Fraser Hwy,-122.79063416,49.16171265,515263.90325460926,5445453.961083254
GEDS-82CUW2,Thrifty Foods #9472 - Meat & Seafood Section,Surrey,15745 Croydon Dr,-122.78588104,49.04809189,515646.11232979473,5432824.031013983
SDFO-89YT2W,Mink A Chocolate Cafe,Surrey,15775 Croydon Dr,-122.78492737,49.04768753,515715.9263488411,5432779.277028108
SHEN-AAKQEF,Boston Pizza #59,Surrey,15980 Fraser Hwy,-122.78191376,49.15829468,515900.7613731971,5445075.78560455
HCAR-C4AU3Y,Raku Sushi (160th St),Surrey,2355 160th St,-122.78143202,49.04439297,515972.3958141257,5432413.763855606
HCAR-CFSN7D,Freshii #1120,Surrey,15940 Fraser Hwy,-122.78096494,49.15704507,515970.3419559954,5444937.068361199
HCAR-C57TM3,Bayong Kitchen,Surrey,15951 Fraser Hwy,-122.78024868,49.15815597,516022.20772805146,5445060.716382566
GEDS-7SDM3H,Wok Box (Grandview Corners),Surrey,2285 160 St,-122.78006744,49.04321289,516072.49610017444,5432282.86728307
GEDS-7UWV6W,The Residence at Morgan Heights - Main Kitchen,Surrey,15955 27 Ave,-122.77987671,49.05117798,516083.865280719,5433168.355327939
SDFO-8AULF9,7-Eleven #34633,Surrey,15961 Fraser Hwy,-122.77936554,49.15789413,516086.682776855,5445031.795309285
HCAR-BETMLH,Curry Lounge,Surrey,16030 24 Ave,-122.77797699,49.04521942,516224.61163411016,5432506.370149861
LCAL-64WQUJ,Fleetwood Place Food Service,Surrey,16011 83rd Ave,-122.77799225,49.15378571,516188.1494477425,5444575.362452521
HCAR-CAMSU3,I Am Pho (Surrey),Surrey,16070 24th Ave,-122.77767848,49.04552959,516246.3245695743,5432540.91439555
HCAR-AUQP2U,Fatburger at Grandview Corner,Surrey,16070 24 Ave,-122.77735138,49.04520035,516270.335063849,5432504.384195944
SWOD-AHPVGB,Spinhouse Cycling Studio,Surrey,16041 24 Ave,-122.77770233,49.0463028,516244.3298487438,5432626.863971766
GEDS-775L8C,Holy Cross Regional Secondary School,Surrey,16193 88 Ave,-122.77380371,49.16295242,516490.521644568,5445595.312729478
GEDS-7X3VKR,Calvary Christian Church,Surrey,16293 104 Ave,-122.77082062,49.19200516,516698.2232531651,5448825.717910463
HCAR-AU2VFF,Glenwood Pizza & Curry House,Surrey,16793 60 Ave,-122.75748444,49.11167526,517698.5015952474,5439898.626935463
GEDS-7ZPMT4,Otter Gas Bar @ Surrey,Surrey,16788 104 Ave,-122.75688934,49.19146729,517713.46048059047,5448769.090074881
HCAR-BFBPNN,Boothroyd Heritage Coffee,Surrey,16811 60 Ave,-122.75632477,49.11169815,517783.12470033235,5439901.443011907
A019528    ,Peace Portal Golf Course Restaurant,Surrey,16900 4 Ave,-122.75300598,49.00906754,518062.4787715824,5428493.164041974
ACAK-8W6LMA,Into Chocolate Candy & Confections,Surrey,17449 Hwy 10,-122.73987659,49.10436925,518986.28810986766,5439090.699498792
GEDS-7NQ2E6,Bethshan Gardens,Surrey,17528 59 Ave,-122.73727417,49.10942841,519174.28787172784,5439653.7670746045
HCAR-BKKN4C,Chaska Restaurant,Surrey,5737 176 St,-122.73519135,49.10660172,519327.3942236524,5439340.0609419765
PNEL-8SCPDC,Sushi King House,Surrey,17617 56 Ave,-122.73436737,49.10429382,519388.43252788146,5439083.70876934
GEDS-69UQZB,Dragon Village Restaurant,Surrey,5678 176 St,-122.7347641,49.10560989,519358.9634109741,5439229.911072811
PNEL-8QKN5F,Canuel Caterers - Stetson Bowl,Surrey,6050A 176 St,-122.73472595,49.11225891,519359.160833833,5439969.073716606
A016586    ,Cloverdale Ice Arena,Surrey,6090 176 St,-122.73436737,49.11322403,519384.95320024586,5440076.455126527
SDFO-8GRKRZ,Cloverdale Recreation Centre,Surrey,6188 176 St,-122.73445892,49.11519241,519377.50549741415,5440295.25119581
NDAA-8R8V4H,Boston Pizza #020,Surrey,6486 176 St,-122.73455811,49.12017059,519368.3288108292,5440848.63698264
GEDS-7BRPSU,The Derby Bar and Grill,Surrey,17637 1 Ave,-122.73369598,49.00418472,519476.5067954845,5427955.138847387
GEDS-84XT8W,Jumbo Pizza (Surrey),Surrey,5780 176A St,-122.73348999,49.10748291,519451.2255603164,5439438.455563076
GEDS-6WLREY,Tim Hortons #3016,Surrey,17695 64 Ave,-122.73286438,49.11896896,519492.3848965808,5440715.489182723
HCAR-B6KN9C,Sugar Patisserie,Surrey,17767 64 Ave,-122.73023987,49.11898422,519683.88422738144,5440717.863993486
A016876    ,Lord Tweedsmuir Secondary School Cafeteria,Surrey,6151 180 St,-122.72403717,49.11445618,520138.3159870726,5440216.1235377975
HCAR-B6KS2K,Salish Secondary Cafeteria,Surrey,7278 184 St,-122.71205139,49.13515472,521004.2300776782,5442520.381991641
HCAR-B3ARDF,Wuyang Kitchen,Surrey,18640 Fraser Hwy,-122.70609283,49.12546158,521443.05289151304,5441444.4882273935
HCAR-BXTNTS,Yotii Frozen Yogurt & Bubble Tea,Surrey,18696 Fraser Hwy,-122.70365737,49.12429034,521621.2496094891,5441314.976519013
HCAR-C8VRNZ,Freshii #1546,Surrey,18775 Fraser Hwy,-122.7020931,49.12479487,521735.15857642284,5441371.511356002
SDFO-88ESVK,5 Star Catering,Surrey,5640 188 St,-122.70131683,49.10544968,521800.2705913981,5439221.182378926
HCAR-BWEPSS,Duke's Fine Ice Cream,Surrey,6758 188th St,-122.70142265,49.12544076,521783.79132690665,5441443.505838037
HCAR-BXLQVW,Jiacheng Food Manufacturing,Surrey,19130 24th Ave,-122.69338604,49.04566165,522405.9962690566,5432577.068059254
SWOD-AJP25M,Pizza Hut #R39801,Surrey,2711 192 St,-122.69181824,49.05150986,522517.9229374487,5433227.654220769
HCAR-AUXPC5,Ambros Subway,Surrey,19188 72 Ave,-122.6915741,49.13346481,522498.69589682156,5442338.397695891
HCAR-AU7R9T,Miltomates,Surrey,9613 192 St,-122.6907196,49.17736053,522541.10210660007,5447218.452548818
HHIN-C49SXW,Garcha Bros Meat Shop,Surrey,19549 Fraser Hwy,-122.68128346,49.1148262,523258.07964159106,5440269.498510884
HCAR-CKDNYS,Chatime (Fraser Hwy),Surrey,19561 Fraser Hwy,-122.68093688,49.11464462,523283.45598151424,5440249.419186634
A014274    ,Porto Fino Express (Surrey),Surrey,6350 120 St,-122.89006042,49.11815643,508022.2193156562,5440596.624869184
SYOG-5M5942,7-Eleven #26365,Surrey,7986 120 St,-122.89022064,49.14818954,508005.6905326741,5443935.3227875335
HCAR-CG9QYC,Big Bazaar & Big Meat Shop - Meat Section,Surrey,8112 120th St,-122.89032121,49.15064817,507997.96067503234,5444208.633432528
A020068    ,A&W #0389,Surrey,8488 120 St,-122.89009857,49.15703583,508013.16558020865,5444918.761649874
JDSO-ADSL2J,Miyagi Japanese Restaurant,Surrey,8556 120 St,-122.89006805,49.15831757,508015.18404021097,5445061.253707203
SHEN-A3NP96,New Asian Spice,Surrey,9436 120 St,-122.88994598,49.174366,508021.49140355387,5446845.345639386
NDAA-AN9NET,Wendy's #4,Surrey,9412 120 St,-122.88991547,49.1740036,508023.7737542546,5446805.0613726415
GEDS-6ZBMVJ,Mahek Restaurant & Lounge,Surrey,9470 120 St,-122.88991547,49.17490387,508023.62824690086,5446905.143129792
GEDS-6XLUHV,Mehfil India Restaurant & Sweets,Surrey,9570 120 St,-122.88986206,49.17657852,508027.2502867571,5447091.317331626
HCAR-CFMQWT,Quesada Burritos & Tacos #192,Surrey,10355 120th St,-122.8903162,49.19082552,507991.8562995746,5448675.090905063
HCAR-C38QXU,Freshslice Pizza (Scott Rd),Surrey,10385 120th St,-122.89069274,49.19157709,507964.2999418992,5448758.602450172
ACAK-8TMV2A,Mama Mia Gelato / Noor Mahal,Surrey,7130 120 St,-122.88946533,49.13256454,508063.3061357349,5442198.4037911575
HCAR-BVYNL6,Pizza 80,Surrey,12030 80th Ave,-122.88916081,49.14840143,508082.94445010525,5443958.990748481
GEDS-7QXLV4,Popular Fish House,Surrey,9532 120 St,-122.88986206,49.17628479,508027.29778573103,5447058.663766988
HCAR-BTGMWR,Sofi's Mediterranean Grill,Surrey,9540 120th St,-122.88916896,49.17633623,508077.80533262895,5447064.455994894
GEDS-67NPGB,Subway #7665,Surrey,12080 Nordel Way,-122.88860321,49.16109848,508121.5313886931,5445370.558846261
HCAR-C6ET6F,Tayebah Halal Meat & Groceries - Meat Dept,Surrey,12074 96th Ave,-122.88815558,49.17712373,508151.5351487722,5447152.109910952
MARO-AWVP8R,Oh So Sweet Sugar Boutique,Surrey,12101 72 Ave,-122.88764191,49.1350174,508195.91695015936,5442471.278532732
SHEN-AKHSUG,Boston Pizza #18 - Nordel Way,Surrey,12060 Nordel Way,-122.88780212,49.16171646,508179.8341326787,5445439.344879397
HCAR-BCZV29,Cotto Al Mare,Surrey,2728 O'Hara Lane,-122.88487244,49.05250931,508411.8640269184,5433299.401854965
A013615    ,Alexandra Neighbourhood House (Main Dining Hall),Surrey,2916 McBride Ave,-122.8850708,49.05540466,508396.8830772102,5433621.245130761
HCAR-BP4U3K,Natalino's Pizza,Surrey,12211 Beecher St,-122.8836791,49.0525937,508499.04172556015,5433308.916190232
HCAR-BDSNEP,Crescent Coffee House,Surrey,12219 Beecher St,-122.88327026,49.05263138,508528.9073626018,5433313.1508212015
PGOO-665TGZ,Lakwon Rice Bakery,Surrey,12520 Old Yale Rd,-122.8753891,49.197052,509078.34517137776,5449368.965430097
JDSO-AD4MWR,A & W #0755,Surrey,8811 126 St,-122.87378693,49.16337585,509201.3098532659,5445625.424878587
GEDS-6FCQBD,Mayuri Indian Cuisine,Surrey,12677 80 Ave,-122.87145996,49.14843369,509373.7720062225,5443964.61670089
ACAK-8VHNXU,Cafe Madras,Surrey,8381 128 St,-122.86935425,49.15512466,509526.04771887395,5444708.7021828685
MARO-B2KQU3,Bengal Grill Restaurant,Surrey,7750 128 St,-122.86765289,49.14358139,509652.3446608623,5443425.674132482
HCAR-BG7QZ3,777 Pizza & Donair,Surrey,7750 128 St,-122.86765289,49.14358139,509652.3446608623,5443425.674132482
SYOG-5M59W3,Shri Durga Mandir,Surrey,7750 128 St,-122.86765289,49.14358139,509652.3446608623,5443425.674132482
SDFO-8MXMMA,Calgary Sweets,Surrey,7928 128 St,-122.86766815,49.14675522,509650.61535032385,5443778.500592149
HCAR-CCYLCR,Flavogrill Restaurant,Surrey,8028 128th St,-122.8679319,49.14878384,509630.98756337643,5444003.984798925
HCAR-CDQR8Q,Pick 'N' Pay Supermarket (128th St),Surrey,8120 128th St,-122.86793909,49.15044496,509630.1412808833,5444188.647452984
HHIN-BCEQ7Y,Punjabi Cuisine Parlour,Surrey,8166 128th St,-122.86794208,49.15124439,509629.76830035273,5444277.518212764
GEDS-7NXTJY,Piquant Gourmet Foods,Surrey,1627 128 St,-122.86773682,49.03172302,509667.916374221,5430990.714145992
JCOE-67H9B8,Starbucks Coffee #142,Surrey,1658 128 St,-122.86727142,49.03233719,509701.81584423175,5431059.048266007
SHEN-BCSQS2,Le Jardin Restaurant,Surrey,1677 128 St,-122.86779785,49.03285599,509663.2358917543,5431116.653931795
GEDS-7HXQ8S,Esquires Coffee House (Crescent Rd),Surrey,12823 Crescent Rd,-122.86698151,49.0532074,509718.93913893827,5433379.143986115
A018064    ,Newton Pizza,Surrey,6828 128 St,-122.86753082,49.12696075,509664.47811527835,5441578.009200342
HCAR-C37VCV,Punjab Meats and Tandoori Flames,Surrey,12837 88th Ave,-122.86718741,49.16276072,509682.5543830305,5445557.864694409
HCAR-BQAT5L,Quesada Burritos & Tacos #189,Surrey,12830 96th Ave,-122.86709444,49.17696905,509686.55994552816,5447137.395312276
SWOD-AF3QGR,Pacific Pizza,Surrey,12817 Old Yale Rd,-122.86701965,49.19783783,509687.93559623056,5449457.3629206605
SDFO-8HKP7E,Pattullo A&W,Surrey,12808 King George Blvd,-122.86680603,49.20610809,509701.8803428444,5450376.787813498
SHEN-BGYRBJ,Panago #65,Surrey,12840 16 Ave,-122.86620331,49.03113937,509780.12427595805,5430926.028730232
HCAR-CKTMQA,Ocean Park Donair,Surrey,12867 16th Ave,-122.86606821,49.03133577,509789.9611302399,5430947.87911801
HCAR-BPCRFY,Ustaad G Indian Cuisine,Surrey,7638 129A St,-122.86282936,49.14159816,510004.533664359,5443205.828290683
SWOD-A3NQNT,Indian Tandoori Flare,Surrey,7638 129A St,-122.86245869,49.14111527,510031.66591945384,5443152.195420097
GEDS-7UULCR,Jon's Newtrition Kitchen,Surrey,8145 130 St,-122.86253357,49.15057755,510024.2955734793,5444204.088552764
HCAR-BMEMJA,CBSA Pacific Immigration Holding Centre,Surrey,13130 76th Ave,-122.85956879,49.14077024,510242.5137197128,5443114.225852678
GEDS-5ZZMJS,Puccinos,Surrey,7495 132 St,-122.85697174,49.13903809,510432.2960782492,5442922.020730263
NDAA-99WMTF,7-Eleven Canada Store #36676,Surrey,9583 132 St,-122.85715485,49.17681885,510411.01867712033,5447122.016957719
HCAR-BG7QFL,Circle K #11094,Surrey,13192 104 Ave,-122.85697937,49.19151306,510420.72222948726,5448755.578343215
ACAK-985U78,Subway #57253,Surrey,13245 72 Ave,-122.85542297,49.13385391,510546.3611222503,5442345.921039083
A016864    ,Newton Canadian Baseball Association,Surrey,13313 68 Ave,-122.8538208,49.1265831,510664.7928924215,5441537.865900199
SPLH-9P8V42,GB Foods & Sherlocks Imports,Surrey,13369 72 Ave,-122.85309601,49.13383484,510716.1083301152,5442344.12758978
A018866    ,Happy Farm Group Centre for Children Food Service,Surrey,9458 134 St,-122.85119629,49.17457199,510845.7886431973,5446873.073083238
NDAA-8WQS48,Catering Visions,Surrey,13375 115 Ave,-122.85179138,49.21175003,510794.3223377758,5451006.0312938085
SHEN-B32QUF,Curry Bistro,Surrey,13448 108 Ave,-122.8493576,49.19874954,510974.4559311557,5449561.1275978
RORS-5UYPM9,Elgin Park Secondary School Cafeteria,Surrey,13484 24 Ave,-122.84858704,49.0455513,511064.62155824376,5432530.564485047
HCAR-CF7PC4,Salsa & Guacamole,Surrey,13483 72nd Ave,-122.84824412,49.13360393,511070.087245957,5442319.155424258
NDAA-9BXPQ9,Blenz SFU Kiosk,Surrey,13450 102 Ave,-122.84877014,49.18791962,511019.65831710387,5448357.262207129
GEDS-7AY2NW,Tim Hortons #3146,Surrey,2443 Central City,-122.84740187,49.18559446,511119.88098037505,5448098.977005881
HCAR-B3WQT7,Potemia,Surrey,10277 City Pky,-122.84788513,49.18955231,511083.7815555717,5448538.895683097
GEDS-75FV9W,Top King's Chinese Restaurant and Cafe,Surrey,10294 City Pky,-122.84739685,49.1897049,511119.32564984396,5448555.930547801
SHEN-B5KSUZ,Umami Ramen,Surrey,10302 City Pky,-122.84738922,49.18995667,511119.82517871744,5448583.9206554545
